Questionnaire Template Name,Question ID,Question,Has File,Question Ordering,Answer,Submit Risk,Subject,Owner,Affected Assets,Sub Questions,Risk Scoring Method,Calculated Risk,Classic-Likelihood,Classic-Impact,CVSS-Attack Vector,CVSS-Attack Complexity,CVSS-Authentication,CVSS-Confidentiality Impact,CVSS-Integrity Impact,CVSS-Availability Impact,CVSS-Exploitability,CVSS-Remediation Level,CVSS-Report Confidence,CVSS-Collateral Damage Potential,CVSS-Target Distribution,CVSS-Confidentiality Requirement,CVSS-Integrity Requirement,CVSS-Availability Requirement,DREAD-Damage Potential,DREAD-Reproducibility,DREAD-Exploitability,DREAD-Affected Users,DREAD-Discoverability,OWASP-Skill Level,OWASP-Motive,OWASP-Opportunity,OWASP-Size,OWASP-Ease of Discovery,OWASP-Ease of Exploit,OWASP-Awareness,OWASP-Intrusion Detection,OWASP-Loss of Confidentiality,OWASP-Loss of Integrity,OWASP-Loss of Availability,OWASP-Loss of Accountability,OWASP-Financial Damage,OWASP-Reputation Damage,OWASP-Non-Compliance,OWASP-Privacy Violation,Custom Value,Contributing Likelihood,Contributing Subjects and Impacts
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,6,1.1.4(a) Is a firewall required and implemented at each Internet connection and between any demilitarized zone (DMZ) and the internal network zone?,0,6,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,6,1.1.4(a) Is a firewall required and implemented at each Internet connection and between any demilitarized zone (DMZ) and the internal network zone?,0,6,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,6,1.1.4(a) Is a firewall required and implemented at each Internet connection and between any demilitarized zone (DMZ) and the internal network zone?,0,6,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,7,1.1.4(b) Is the current network diagram consistent with the firewall configuration standards?,0,7,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,7,1.1.4(b) Is the current network diagram consistent with the firewall configuration standards?,0,7,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,7,1.1.4(b) Is the current network diagram consistent with the firewall configuration standards?,0,7,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,7,1.1.4(b) Is the current network diagram consistent with the firewall configuration standards?,0,7,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,7,1.1.4(b) Is the current network diagram consistent with the firewall configuration standards?,0,7,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,8,"1.1.5 Are groups, roles, and responsibilities for logical management of network components assigned and documented in the firewall and router configuration standards?",0,8,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,8,"1.1.5 Are groups, roles, and responsibilities for logical management of network components assigned and documented in the firewall and router configuration standards?",0,8,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,8,"1.1.5 Are groups, roles, and responsibilities for logical management of network components assigned and documented in the firewall and router configuration standards?",0,8,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,8,"1.1.5 Are groups, roles, and responsibilities for logical management of network components assigned and documented in the firewall and router configuration standards?",0,8,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,8,"1.1.5 Are groups, roles, and responsibilities for logical management of network components assigned and documented in the firewall and router configuration standards?",0,8,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,9,"1.1.6(a) Do firewall and router configuration standards include a documented list of services, protocols, and ports, including business justification and approval for each?",0,9,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,9,"1.1.6(a) Do firewall and router configuration standards include a documented list of services, protocols, and ports, including business justification and approval for each?",0,9,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,9,"1.1.6(a) Do firewall and router configuration standards include a documented list of services, protocols, and ports, including business justification and approval for each?",0,9,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,9,"1.1.6(a) Do firewall and router configuration standards include a documented list of services, protocols, and ports, including business justification and approval for each?",0,9,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,9,"1.1.6(a) Do firewall and router configuration standards include a documented list of services, protocols, and ports, including business justification and approval for each?",0,9,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,10,"1.1.6(b) Are all insecure services, protocols, and ports identified, and are security features documented and implemented for each identified service?",0,10,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,10,"1.1.6(b) Are all insecure services, protocols, and ports identified, and are security features documented and implemented for each identified service?",0,10,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,10,"1.1.6(b) Are all insecure services, protocols, and ports identified, and are security features documented and implemented for each identified service?",0,10,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,10,"1.1.6(b) Are all insecure services, protocols, and ports identified, and are security features documented and implemented for each identified service?",0,10,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,10,"1.1.6(b) Are all insecure services, protocols, and ports identified, and are security features documented and implemented for each identified service?",0,10,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,11,1.1.7(a) Do firewall and router configuration standards require review of firewall and router rule sets at least every six months?,0,11,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,11,1.1.7(a) Do firewall and router configuration standards require review of firewall and router rule sets at least every six months?,0,11,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,11,1.1.7(a) Do firewall and router configuration standards require review of firewall and router rule sets at least every six months?,0,11,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,11,1.1.7(a) Do firewall and router configuration standards require review of firewall and router rule sets at least every six months?,0,11,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,11,1.1.7(a) Do firewall and router configuration standards require review of firewall and router rule sets at least every six months?,0,11,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,12,1.1.7(b) Are firewall and router rule sets reviewed at least every six months?,0,12,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,12,1.1.7(b) Are firewall and router rule sets reviewed at least every six months?,0,12,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,12,1.1.7(b) Are firewall and router rule sets reviewed at least every six months?,0,12,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,12,1.1.7(b) Are firewall and router rule sets reviewed at least every six months?,0,12,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,12,1.1.7(b) Are firewall and router rule sets reviewed at least every six months?,0,12,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,13,1.2.1(a) Is inbound and outbound traffic restricted to that which is necessary for the cardholder data environment?,0,13,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,13,1.2.1(a) Is inbound and outbound traffic restricted to that which is necessary for the cardholder data environment?,0,13,Yes with CCW,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,13,1.2.1(a) Is inbound and outbound traffic restricted to that which is necessary for the cardholder data environment?,0,13,No,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,13,1.2.1(a) Is inbound and outbound traffic restricted to that which is necessary for the cardholder data environment?,0,13,N/A,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
PCI DSS v3.2.1 Self-Assessment Questionnaire D for Merchants,13,1.2.1(a) Is inbound and outbound traffic restricted to that which is necessary for the cardholder data environment?,0,13,Not Tested,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
