Questionnaire Template Name,Question ID,Question,Has File,Question Ordering,Answer,Submit Risk,Subject,Owner,Affected Assets,Sub Questions,Risk Scoring Method,Calculated Risk,Classic-Likelihood,Classic-Impact,CVSS-Attack Vector,CVSS-Attack Complexity,CVSS-Authentication,CVSS-Confidentiality Impact,CVSS-Integrity Impact,CVSS-Availability Impact,CVSS-Exploitability,CVSS-Remediation Level,CVSS-Report Confidence,CVSS-Collateral Damage Potential,CVSS-Target Distribution,CVSS-Confidentiality Requirement,CVSS-Integrity Requirement,CVSS-Availability Requirement,DREAD-Damage Potential,DREAD-Reproducibility,DREAD-Exploitability,DREAD-Affected Users,DREAD-Discoverability,OWASP-Skill Level,OWASP-Motive,OWASP-Opportunity,OWASP-Size,OWASP-Ease of Discovery,OWASP-Ease of Exploit,OWASP-Awareness,OWASP-Intrusion Detection,OWASP-Loss of Confidentiality,OWASP-Loss of Integrity,OWASP-Loss of Availability,OWASP-Loss of Accountability,OWASP-Financial Damage,OWASP-Reputation Damage,OWASP-Non-Compliance,OWASP-Privacy Violation,Custom Value,Contributing Likelihood,Contributing Subjects and Impacts
NIST SP 800-171 DoD Assessment,11,"3.1.11 Terminate (automatically) a user session
after a defined condition.",0,11,No,1,"3.1.11 Terminate (automatically) a user session
after a defined condition.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,12,3.1.12 Monitor and control remote access sessions.,0,12,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,12,3.1.12 Monitor and control remote access sessions.,0,12,No,1,3.1.12 Monitor and control remote access sessions.,,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,12,3.1.12 Monitor and control remote access sessions.,0,12,Remote access not permitted,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,13,"3.1.13 Employ cryptographic mechanisms to
protect the confidentiality of remote access
sessions.",0,13,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,13,"3.1.13 Employ cryptographic mechanisms to
protect the confidentiality of remote access
sessions.",0,13,No,1,"3.1.13 Employ cryptographic mechanisms to
protect the confidentiality of remote access
sessions.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,13,"3.1.13 Employ cryptographic mechanisms to
protect the confidentiality of remote access
sessions.",0,13,Remote access not permitted,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,14,"3.1.14 Route remote access via managed access
control points.",0,14,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,14,"3.1.14 Route remote access via managed access
control points.",0,14,No,1,"3.1.14 Route remote access via managed access
control points.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,15,"3.1.15 Authorize remote execution of privileged
commands and remote access to securityrelevant information.",0,15,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,15,"3.1.15 Authorize remote execution of privileged
commands and remote access to securityrelevant information.",0,15,No,1,"3.1.15 Authorize remote execution of privileged
commands and remote access to securityrelevant information.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,16,"3.1.16 Authorize wireless access prior to allowing
such connections.",0,16,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,16,"3.1.16 Authorize wireless access prior to allowing
such connections.",0,16,No,1,"3.1.16 Authorize wireless access prior to allowing
such connections.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,16,"3.1.16 Authorize wireless access prior to allowing
such connections.",0,16,Wireless access not permitted,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,17,"3.1.17 Protect wireless access using authentication
and encryption.",0,17,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,17,"3.1.17 Protect wireless access using authentication
and encryption.",0,17,No,1,"3.1.17 Protect wireless access using authentication
and encryption.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,17,"3.1.17 Protect wireless access using authentication
and encryption.",0,17,Wireless access not permitted,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,18,3.1.18 Control connection of mobile devices.,0,18,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,18,3.1.18 Control connection of mobile devices.,0,18,No,1,3.1.18 Control connection of mobile devices.,,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,18,3.1.18 Control connection of mobile devices.,0,18,Connection of mobile devices is not permitted,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,19,"3.1.19 Encrypt CUI on mobile devices and mobile
computing platforms",0,19,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,19,"3.1.19 Encrypt CUI on mobile devices and mobile
computing platforms",0,19,No,1,"3.1.19 Encrypt CUI on mobile devices and mobile
computing platforms",,,,Custom,3,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,20,"3.1.20 Verify and control/limit connections to and
use of external systems.",0,20,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,20,"3.1.20 Verify and control/limit connections to and
use of external systems.",0,20,No,1,"3.1.20 Verify and control/limit connections to and
use of external systems.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,21,"3.1.21 Limit use of portable storage devices on
external systems.",0,21,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,21,"3.1.21 Limit use of portable storage devices on
external systems.",0,21,No,1,"3.1.21 Limit use of portable storage devices on
external systems.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,22,"3.1.22 Control CUI posted or processed on publicly
accessible systems.",0,22,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,22,"3.1.22 Control CUI posted or processed on publicly
accessible systems.",0,22,No,1,"3.1.22 Control CUI posted or processed on publicly
accessible systems.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,23,"3.2.1 Ensure that managers, systems
administrators, and users of organizational
systems are made aware of the security risks
associated with their activities and of the
applicable policies, standards, and
procedures related to the security of those
systems.",0,23,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,23,"3.2.1 Ensure that managers, systems
administrators, and users of organizational
systems are made aware of the security risks
associated with their activities and of the
applicable policies, standards, and
procedures related to the security of those
systems.",0,23,No,1,"3.2.1 Ensure that managers, systems
administrators, and users of organizational
systems are made aware of the security risks
associated with their activities and of the
applicable policies, standards, and
procedures related to the security of those
systems.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,24,"3.2.2 Ensure that personnel are trained to carry
out their assigned information securityrelated duties and responsibilities.",0,24,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,24,"3.2.2 Ensure that personnel are trained to carry
out their assigned information securityrelated duties and responsibilities.",0,24,No,1,"3.2.2 Ensure that personnel are trained to carry
out their assigned information securityrelated duties and responsibilities.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,25,"3.2.3 Provide security awareness training on
recognizing and reporting potential
indicators of insider threat.",0,25,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,25,"3.2.3 Provide security awareness training on
recognizing and reporting potential
indicators of insider threat.",0,25,No,1,"3.2.3 Provide security awareness training on
recognizing and reporting potential
indicators of insider threat.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,26,"3.3.1 Create and retain system audit logs and
records to the extent needed to enable the
monitoring, analysis, investigation, and
reporting of unlawful or unauthorized
system activity.",0,26,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,26,"3.3.1 Create and retain system audit logs and
records to the extent needed to enable the
monitoring, analysis, investigation, and
reporting of unlawful or unauthorized
system activity.",0,26,No,1,"3.3.1 Create and retain system audit logs and
records to the extent needed to enable the
monitoring, analysis, investigation, and
reporting of unlawful or unauthorized
system activity.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,27,"3.3.2 Ensure that the actions of individual system
users can be uniquely traced to those users
so they can be held accountable for their
actions.",0,27,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,27,"3.3.2 Ensure that the actions of individual system
users can be uniquely traced to those users
so they can be held accountable for their
actions.",0,27,No,1,"3.3.2 Ensure that the actions of individual system
users can be uniquely traced to those users
so they can be held accountable for their
actions.",,,,Custom,3,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,28,3.3.3 Review and update logged events.,0,28,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,28,3.3.3 Review and update logged events.,0,28,No,1,3.3.3 Review and update logged events.,,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,29,"3.3.4 Alert in the event of an audit logging process
failure.",0,29,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,29,"3.3.4 Alert in the event of an audit logging process
failure.",0,29,No,1,"3.3.4 Alert in the event of an audit logging process
failure.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,30,"3.3.5 Correlate audit record review, analysis, and
reporting processes for investigation and
response to indications of unlawful,
unauthorized, suspicious, or unusual activity.",0,30,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,30,"3.3.5 Correlate audit record review, analysis, and
reporting processes for investigation and
response to indications of unlawful,
unauthorized, suspicious, or unusual activity.",0,30,No,1,"3.3.5 Correlate audit record review, analysis, and
reporting processes for investigation and
response to indications of unlawful,
unauthorized, suspicious, or unusual activity.",,,,Custom,5,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,31,"3.3.6 Provide audit record reduction and report
generation to support on-demand analysis
and reporting.",0,31,Yes,0,,,,,Custom,10,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
NIST SP 800-171 DoD Assessment,31,"3.3.6 Provide audit record reduction and report
generation to support on-demand analysis
and reporting.",0,31,No,1,"3.3.6 Provide audit record reduction and report
generation to support on-demand analysis
and reporting.",,,,Custom,1,Almost Certain,Extreme/Catastrophic,N,L,N,C,C,C,ND,ND,ND,ND,ND,ND,ND,ND,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
